	WORD	SENTENCE	IA_LABEL	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	TOTAL_DURATION	STD_TOTAL_DURATION	Sp_clue	Sp_jed351	N_SYL	Freq	Word_Position	Lengths	Prev_Freq	Prev_N_SYL	Pre_Punct	Post_Punct	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
2290	364	30	就	d	ADV	d	ADV	RB	1	1	1	84	46.285714285714285	68.96938096143883	4.232184886932373	5.951985359191895	1	4703.0	0.2142857142857142	14	5517.999999999999	1	False	False	46.285714285714285	0.0	68.96938096143883	0.0
2291	365	30	懒得	v	VERB	v	VERB	VV	0	0	0	165	314.85714285714283	162.1599109974283	11.30053412914276	34.42791271209717	2	0.0	0.2857142857142857	14	4703.0	1	False	False	139.14285714285714	110.14285714285714	94.05306795547251	99.5395521839414
2292	366	30	跟	p	ADP	p	ADP	IN	1	1	3	29	208.92857142857144	213.5932263123777	5.866399765014648	9.692306518554688	1	513.0	0.3571428571428571	14	0.0	2	False	False	121.57142857142856	87.35714285714286	91.30695035797368	174.61328993065837
2293	367	30	他	r	PRON	r	PRON	PRP	2	1	2	28	155.71428571428572	185.01329240718607	3.3402764797210693	9.693344116210938	1	5536.999999999999	0.4285714285714285	14	513.0	1	False	False	91.64285714285714	48.285714285714285	99.58600528678512	85.93388535997441
2294	368	30	说	v	VERB	v	VERB	VV	3	3	1	134	190.5	238.5880340670923	3.822085857391357	25.97386741638184	1	3707.0	0.5	14	5536.999999999999	1	False	False	100.42857142857144	21.714285714285715	74.45393042077794	44.398244127810415
2295	369	30	大	a	ADJ	a	ADJ		4	1	3	2294	259.57142857142856	199.9441758826392	10.994223594665527	8.706510543823242	1	2188.0	0.5714285714285714	14	3707.0	1	False	False	129.42857142857142	86.64285714285714	88.47979130506442	79.483697468508
2296	370	30	蟒蛇、	n	NOUN	n	NOUN		5	2	2	47	360.2857142857143	263.357559378182	29.25009137392044	26.312828540802	2	0.0	0.6428571428571429	14	2188.0	1	False	True	146.5	78.85714285714286	70.07725328929087	82.24515369383444
2297	371	30	原始	a	ADJ	v	ADJ	JJ	6	1	4	272	166.92857142857142	130.84367132777425	17.05870485305786	18.55011749267578	2	97.0	0.7142857142857143	14	0.0	2	False	False	131.71428571428572	22.0	97.22685444099174	44.68460904734745
2298	372	30	森林	n	NOUN	n	NOUN	NN	7	2	3	626	349.0	351.73488392740995	7.724682431668043	10.857789874076843	2	89.99999999999999	0.7857142857142857	14	97.0	2	False	False	178.92857142857142	76.57142857142857	112.31617634778952	112.65225524704287
2299	373	30	或者	c	CCONJ	c	CCONJ	CC	8	1	4	20	334.7142857142857	284.43990793222	10.151735126972198	7.486128151416779	2	233.00000000000003	0.8571428571428571	14	89.99999999999999	2	False	False	144.0	115.42857142857144	92.9569792968769	108.09104250301112
