	WORD	SENTENCE	IA_LABEL	TOTAL_DURATION	STD_TOTAL_DURATION	n_in_sent	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	N_SYL	Freq	pure_token	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
2177	2219	124	覺得	88.66666666666667	92.05553879165676	11	VERB	VERB	v	VERB	VV	10	10	1	92	2	1394.80815	覺得	88.66666666666667	0.0	92.05553879165676	0.0
2178	2220	124	自己	185.26666666666668	105.71500471655962	12	PRON	PRON	r	PRON	PRD	11	1	4	149	2	3315.98244	自己	164.13333333333333	21.133333333333333	107.42492986060336	59.71361281613729
2179	2221	124	認識	182.86666666666667	157.6662579275886	13	VERB	VERB	v	VERB	VV	12	4	3	82	2	98.97837	認識	131.13333333333333	49.13333333333333	105.8425665263692	86.01849930231415
2180	2222	124	咗	136.86666666666667	226.76209755796688	14	PART	PART	x	PART	DEC	13	1	4	1	1	5130.30979	咗	69.93333333333334	42.2	91.43556322472249	116.65801872710392
2181	2223	124	呢	38.333333333333336	70.12813668960239	15	PART	PRON	y	PRON		14	1	4	14	1	5998.7518	呢	24.0	14.333333333333334	45.81557231626237	53.63042254375982
2182	2224	124	個	51.266666666666666	97.71350412757128	16	NOUN	DET	zg	DET	NNB	15	1	3	175	1	6956.23292	個	51.266666666666666	0.0	97.71350412757128	0.0
2183	2225	124	人。	66.6	89.31353014334763	17	NOUN	NOUN	n	NOUN	NN	16	6	2	274	1	4216.72701	人	66.6	0.0	89.31353014334763	0.0
2184	2226	125	如果	32.6	78.70180006412389	0	CCONJ	CCONJ	c	CCONJ		5	5	1	163	2	1342.21295	如果	32.6	0.0	78.70180006412389	0.0
2185	2227	125	你	128.4	183.855305426124	1	PRON	PRON	r	PRON	PRP	4	4	1	142	1	18137.06144	你	89.33333333333333	29.266666666666666	123.51122306180206	75.28830512695109
2186	2228	125	同	154.53333333333333	127.4361888249261	2	ADP	ADP	p	ADP	IN	3	2	2	536	1	4553.41912	同	119.93333333333334	34.6	105.66012598053356	77.7961438633047
2187	2229	125	個	160.6	151.27714081556846	3	NOUN	DET	zg	DET	NNB	2	1	2	175	1	6956.23292	個	143.93333333333334	16.666666666666668	123.4571270612686	54.853339815264576
2188	2230	125	大人	266.8666666666667	162.67221302019868	4	NOUN	NOUN	n	NOUN	NN	1	1	1	655	2	61.70618	大人	167.13333333333333	81.0	88.59485814023796	97.51717797393442
2189	2231	125	講：	35.6	71.43556537187901	5	VERB	VERB	zg	VERB	VV	0	0	0	238	1	2901.43287	講	28.33333333333333	7.266666666666667	59.25500447688411	27.189377010557305
2190	2232	125	「我	104.6	177.58445877947764	6	PRON	PRON	r	PRON	PRP	1	1	2	704	1	49930.23889	我	45.06666666666667	39.333333333333336	67.22248301143168	82.88599935386488
2191	2233	125	見	131.53333333333333	145.12103760501287	7	VERB	VERB	x	VERB	VV	2	2	1	44	1	2073.99027	見	110.26666666666668	21.266666666666666	112.82875913918797	64.07336073248817
2192	2234	125	到	191.26666666666668	177.98744025601607	8	PART	PART	v	PART		3	1	2	67	1	9168.95856	到	120.53333333333332	64.26666666666667	101.43100555988237	105.78246021382226
